htn	hypertension
abbr0819	clinical expansion term 0819
abbr0820	clinical expansion term 0820
abbr0821	clinical expansion term 0821
abbr0822	clinical expansion term 0822
abbr0823	clinical expansion term 0823
abbr0824	clinical expansion term 0824
abbr0825	clinical expansion term 0825
abbr0826	clinical expansion term 0826
abbr0827	clinical expansion term 0827
abbr0828	clinical expansion term 0828
abbr0829	clinical expansion term 0829
abbr0830	clinical expansion term 0830
abbr0831	clinical expansion term 0831
abbr0832	clinical expansion term 0832
abbr0833	clinical expansion term 0833
abbr0834	clinical expansion term 0834
abbr0835	clinical expansion term 0835
abbr0836	clinical expansion term 0836
abbr0837	clinical expansion term 0837
abbr0838	clinical expansion term 0838
abbr0839	clinical expansion term 0839
abbr0840	clinical expansion term 0840
abbr0841	clinical expansion term 0841
abbr0842	clinical expansion term 0842
abbr0843	clinical expansion term 0843
abbr0844	clinical expansion term 0844
abbr0845	clinical expansion term 0845
abbr0846	clinical expansion term 0846
abbr0847	clinical expansion term 0847
abbr0848	clinical expansion term 0848
abbr0849	clinical expansion term 0849
abbr0850	clinical expansion term 0850
abbr0851	clinical expansion term 0851
abbr0852	clinical expansion term 0852
abbr0853	clinical expansion term 0853
abbr0854	clinical expansion term 0854
abbr0855	clinical expansion term 0855
abbr0856	clinical expansion term 0856
abbr0857	clinical expansion term 0857
abbr0858	clinical expansion term 0858
abbr0859	clinical expansion term 0859
abbr0860	clinical expansion term 0860
abbr0861	clinical expansion term 0861
abbr0862	clinical expansion term 0862
abbr0863	clinical expansion term 0863
abbr0864	clinical expansion term 0864
abbr0865	clinical expansion term 0865
abbr0866	clinical expansion term 0866
abbr0867	clinical expansion term 0867
abbr0868	clinical expansion term 0868
abbr0869	clinical expansion term 0869
abbr0870	clinical expansion term 0870
abbr0871	clinical expansion term 0871
abbr0872	clinical expansion term 0872
abbr0873	clinical expansion term 0873
abbr0874	clinical expansion term 0874
abbr0875	clinical expansion term 0875
abbr0876	clinical expansion term 0876
abbr0877	clinical expansion term 0877
abbr0878	clinical expansion term 0878
abbr0879	clinical expansion term 0879
abbr0880	clinical expansion term 0880
abbr0881	clinical expansion term 0881
abbr0882	clinical expansion term 0882
abbr0883	clinical expansion term 0883
abbr0884	clinical expansion term 0884
abbr0885	clinical expansion term 0885
abbr0886	clinical expansion term 0886
abbr0887	clinical expansion term 0887
abbr0888	clinical expansion term 0888
abbr0889	clinical expansion term 0889
abbr0890	clinical expansion term 0890
abbr0891	clinical expansion term 0891
abbr0892	clinical expansion term 0892
abbr0893	clinical expansion term 0893
abbr0894	clinical expansion term 0894
abbr0895	clinical expansion term 0895
abbr0896	clinical expansion term 0896
abbr0897	clinical expansion term 0897
abbr0898	clinical expansion term 0898
abbr0899	clinical expansion term 0899
abbr0900	clinical expansion term 0900
abbr0901	clinical expansion term 0901
abbr0902	clinical expansion term 0902
abbr0903	clinical expansion term 0903
abbr0904	clinical expansion term 0904
abbr0905	clinical expansion term 0905
abbr0906	clinical expansion term 0906
abbr0907	clinical expansion term 0907
abbr0908	clinical expansion term 0908
abbr0909	clinical expansion term 0909
abbr0910	clinical expansion term 0910
abbr0911	clinical expansion term 0911
abbr0912	clinical expansion term 0912
abbr0913	clinical expansion term 0913
abbr0914	clinical expansion term 0914
abbr0915	clinical expansion term 0915
abbr0916	clinical expansion term 0916
abbr0917	clinical expansion term 0917
abbr0918	clinical expansion term 0918
abbr0919	clinical expansion term 0919
abbr0920	clinical expansion term 0920
abbr0921	clinical expansion term 0921
abbr0922	clinical expansion term 0922
abbr0923	clinical expansion term 0923
abbr0924	clinical expansion term 0924
abbr0925	clinical expansion term 0925
abbr0926	clinical expansion term 0926
abbr0927	clinical expansion term 0927
abbr0928	clinical expansion term 0928
abbr0929	clinical expansion term 0929
abbr0930	clinical expansion term 0930
abbr0931	clinical expansion term 0931
abbr0932	clinical expansion term 0932
abbr0933	clinical expansion term 0933
abbr0934	clinical expansion term 0934
abbr0935	clinical expansion term 0935
abbr0936	clinical expansion term 0936
abbr0937	clinical expansion term 0937
abbr0938	clinical expansion term 0938
abbr0939	clinical expansion term 0939
abbr0940	clinical expansion term 0940
abbr0941	clinical expansion term 0941
abbr0942	clinical expansion term 0942
abbr0943	clinical expansion term 0943
abbr0944	clinical expansion term 0944
abbr0945	clinical expansion term 0945
abbr0946	clinical expansion term 0946
abbr0947	clinical expansion term 0947
abbr0948	clinical expansion term 0948
abbr0949	clinical expansion term 0949
abbr0950	clinical expansion term 0950
abbr0951	clinical expansion term 0951
abbr0952	clinical expansion term 0952
abbr0953	clinical expansion term 0953
abbr0954	clinical expansion term 0954
abbr0955	clinical expansion term 0955
abbr0956	clinical expansion term 0956
abbr0957	clinical expansion term 0957
abbr0958	clinical expansion term 0958
abbr0959	clinical expansion term 0959
abbr0960	clinical expansion term 0960
abbr0961	clinical expansion term 0961
abbr0962	clinical expansion term 0962
abbr0963	clinical expansion term 0963
abbr0964	clinical expansion term 0964
abbr0965	clinical expansion term 0965
abbr0966	clinical expansion term 0966
abbr0967	clinical expansion term 0967
abbr0968	clinical expansion term 0968
abbr0969	clinical expansion term 0969
abbr0970	clinical expansion term 0970
abbr0971	clinical expansion term 0971
abbr0972	clinical expansion term 0972
abbr0973	clinical expansion term 0973
abbr0974	clinical expansion term 0974
abbr0975	clinical expansion term 0975
abbr0976	clinical expansion term 0976
abbr0977	clinical expansion term 0977
abbr0978	clinical expansion term 0978
abbr0979	clinical expansion term 0979
abbr0980	clinical expansion term 0980
abbr0981	clinical expansion term 0981
abbr0982	clinical expansion term 0982
abbr0983	clinical expansion term 0983
abbr0984	clinical expansion term 0984
abbr0985	clinical expansion term 0985
abbr0986	clinical expansion term 0986
abbr0987	clinical expansion term 0987
abbr0988	clinical expansion term 0988
abbr0989	clinical expansion term 0989
abbr0990	clinical expansion term 0990
abbr0991	clinical expansion term 0991
abbr0992	clinical expansion term 0992
abbr0993	clinical expansion term 0993
abbr0994	clinical expansion term 0994
abbr0995	clinical expansion term 0995
abbr0996	clinical expansion term 0996
abbr0997	clinical expansion term 0997
abbr0998	clinical expansion term 0998
abbr0999	clinical expansion term 0999
abbr1000	clinical expansion term 1000
abbr1001	clinical expansion term 1001
abbr1002	clinical expansion term 1002
abbr1003	clinical expansion term 1003
abbr1004	clinical expansion term 1004
abbr1005	clinical expansion term 1005
abbr1006	clinical expansion term 1006
abbr1007	clinical expansion term 1007
abbr1008	clinical expansion term 1008
abbr1009	clinical expansion term 1009
abbr1010	clinical expansion term 1010
abbr1011	clinical expansion term 1011
abbr1012	clinical expansion term 1012
abbr1013	clinical expansion term 1013
abbr1014	clinical expansion term 1014
abbr1015	clinical expansion term 1015
abbr1016	clinical expansion term 1016
abbr1017	clinical expansion term 1017
abbr1018	clinical expansion term 1018
abbr1019	clinical expansion term 1019
abbr1020	clinical expansion term 1020
abbr1021	clinical expansion term 1021
abbr1022	clinical expansion term 1022
abbr1023	clinical expansion term 1023
abbr1024	clinical expansion term 1024
abbr1025	clinical expansion term 1025
abbr1026	clinical expansion term 1026
abbr1027	clinical expansion term 1027
abbr1028	clinical expansion term 1028
abbr1029	clinical expansion term 1029
abbr1030	clinical expansion term 1030
abbr1031	clinical expansion term 1031
abbr1032	clinical expansion term 1032
abbr1033	clinical expansion term 1033
abbr1034	clinical expansion term 1034
abbr1035	clinical expansion term 1035
abbr1036	clinical expansion term 1036
abbr1037	clinical expansion term 1037
abbr1038	clinical expansion term 1038
abbr1039	clinical expansion term 1039
abbr1040	clinical expansion term 1040
abbr1041	clinical expansion term 1041
abbr1042	clinical expansion term 1042
abbr1043	clinical expansion term 1043
abbr1044	clinical expansion term 1044
abbr1045	clinical expansion term 1045
abbr1046	clinical expansion term 1046
abbr1047	clinical expansion term 1047
abbr1048	clinical expansion term 1048
abbr1049	clinical expansion term 1049
abbr1050	clinical expansion term 1050
abbr1051	clinical expansion term 1051
abbr1052	clinical expansion term 1052
abbr1053	clinical expansion term 1053
abbr1054	clinical expansion term 1054
abbr1055	clinical expansion term 1055
abbr1056	clinical expansion term 1056
abbr1057	clinical expansion term 1057
abbr1058	clinical expansion term 1058
abbr1059	clinical expansion term 1059
abbr1060	clinical expansion term 1060
abbr1061	clinical expansion term 1061
abbr1062	clinical expansion term 1062
abbr1063	clinical expansion term 1063
abbr1064	clinical expansion term 1064
abbr1065	clinical expansion term 1065
abbr1066	clinical expansion term 1066
abbr1067	clinical expansion term 1067
abbr1068	clinical expansion term 1068
abbr1069	clinical expansion term 1069
abbr1070	clinical expansion term 1070
abbr1071	clinical expansion term 1071
abbr1072	clinical expansion term 1072
abbr1073	clinical expansion term 1073
abbr1074	clinical expansion term 1074
abbr1075	clinical expansion term 1075
abbr1076	clinical expansion term 1076
abbr1077	clinical expansion term 1077
abbr1078	clinical expansion term 1078
abbr1079	clinical expansion term 1079
abbr1080	clinical expansion term 1080
abbr1081	clinical expansion term 1081
abbr1082	clinical expansion term 1082
abbr1083	clinical expansion term 1083
abbr1084	clinical expansion term 1084
abbr1085	clinical expansion term 1085
abbr1086	clinical expansion term 1086
abbr1087	clinical expansion term 1087
abbr1088	clinical expansion term 1088
abbr1089	clinical expansion term 1089
abbr1090	clinical expansion term 1090
abbr1091	clinical expansion term 1091
abbr1092	clinical expansion term 1092
abbr1093	clinical expansion term 1093
abbr1094	clinical expansion term 1094
abbr1095	clinical expansion term 1095
abbr1096	clinical expansion term 1096
abbr1097	clinical expansion term 1097
abbr1098	clinical expansion term 1098
abbr1099	clinical expansion term 1099
abbr1100	clinical expansion term 1100
abbr1101	clinical expansion term 1101
abbr1102	clinical expansion term 1102
abbr1103	clinical expansion term 1103
abbr1104	clinical expansion term 1104
abbr1105	clinical expansion term 1105
abbr1106	clinical expansion term 1106
abbr1107	clinical expansion term 1107
abbr1108	clinical expansion term 1108
abbr1109	clinical expansion term 1109
abbr1110	clinical expansion term 1110
abbr1111	clinical expansion term 1111
abbr1112	clinical expansion term 1112
abbr1113	clinical expansion term 1113
abbr1114	clinical expansion term 1114
abbr1115	clinical expansion term 1115
abbr1116	clinical expansion term 1116
abbr1117	clinical expansion term 1117
abbr1118	clinical expansion term 1118
abbr1119	clinical expansion term 1119
abbr1120	clinical expansion term 1120
abbr1121	clinical expansion term 1121
abbr1122	clinical expansion term 1122
abbr1123	clinical expansion term 1123
abbr1124	clinical expansion term 1124
abbr1125	clinical expansion term 1125
abbr1126	clinical expansion term 1126
abbr1127	clinical expansion term 1127
abbr1128	clinical expansion term 1128
abbr1129	clinical expansion term 1129
abbr1130	clinical expansion term 1130
abbr1131	clinical expansion term 1131
abbr1132	clinical expansion term 1132
abbr1133	clinical expansion term 1133
abbr1134	clinical expansion term 1134
abbr1135	clinical expansion term 1135
abbr1136	clinical expansion term 1136
abbr1137	clinical expansion term 1137
abbr1138	clinical expansion term 1138
abbr1139	clinical expansion term 1139
abbr1140	clinical expansion term 1140
abbr1141	clinical expansion term 1141
abbr1142	clinical expansion term 1142
abbr1143	clinical expansion term 1143
abbr1144	clinical expansion term 1144
abbr1145	clinical expansion term 1145
abbr1146	clinical expansion term 1146
abbr1147	clinical expansion term 1147
abbr1148	clinical expansion term 1148
abbr1149	clinical expansion term 1149
abbr1150	clinical expansion term 1150
abbr1151	clinical expansion term 1151
abbr1152	clinical expansion term 1152
abbr1153	clinical expansion term 1153
abbr1154	clinical expansion term 1154
abbr1155	clinical expansion term 1155
abbr1156	clinical expansion term 1156
abbr1157	clinical expansion term 1157
abbr1158	clinical expansion term 1158
abbr1159	clinical expansion term 1159
abbr1160	clinical expansion term 1160
abbr1161	clinical expansion term 1161
abbr1162	clinical expansion term 1162
abbr1163	clinical expansion term 1163
abbr1164	clinical expansion term 1164
abbr1165	clinical expansion term 1165
abbr1166	clinical expansion term 1166
abbr1167	clinical expansion term 1167
abbr1168	clinical expansion term 1168
abbr1169	clinical expansion term 1169
abbr1170	clinical expansion term 1170
abbr1171	clinical expansion term 1171
abbr1172	clinical expansion term 1172
abbr1173	clinical expansion term 1173
abbr1174	clinical expansion term 1174
abbr1175	clinical expansion term 1175
abbr1176	clinical expansion term 1176
abbr1177	clinical expansion term 1177
abbr1178	clinical expansion term 1178
abbr1179	clinical expansion term 1179
abbr1180	clinical expansion term 1180
